Processing files...
estimator: KNN; dim_reduction: kbest; min_score: 0.852; mean_score: 0.896; max_score: 0.946; std_score: 0.034; Parameters: {'dim_red__k': 20, 'classifier__n_neighbors': 5, 'classifier__leaf_size': 10, 'classifier__weights': 'uniform'}
estimator: KNN; dim_reduction: kbest; min_score: 0.874; mean_score: 0.91; max_score: 0.959; std_score: 0.03; Parameters: {'dim_red__k': 33, 'classifier__n_neighbors': 5, 'classifier__leaf_size': 10, 'classifier__weights': 'uniform'}
estimator: KNN; dim_reduction: kbest; min_score: 0.874; mean_score: 0.91; max_score: 0.959; std_score: 0.03; Parameters: {'dim_red__k': 43, 'classifier__n_neighbors': 5, 'classifier__leaf_size': 10, 'classifier__weights': 'uniform'}
estimator: KNN; dim_reduction: kbest; min_score: 0.853; mean_score: 0.897; max_score: 0.948; std_score: 0.034; Parameters: {'dim_red__k': 20, 'classifier__n_neighbors': 5, 'classifier__leaf_size': 10, 'classifier__weights': 'distance'}
estimator: KNN; dim_reduction: kbest; min_score: 0.875; mean_score: 0.912; max_score: 0.961; std_score: 0.03; Parameters: {'dim_red__k': 33, 'classifier__n_neighbors': 5, 'classifier__leaf_size': 10, 'classifier__weights': 'distance'}
estimator: KNN; dim_reduction: kbest; min_score: 0.875; mean_score: 0.912; max_score: 0.961; std_score: 0.03; Parameters: {'dim_red__k': 43, 'classifier__n_neighbors': 5, 'classifier__leaf_size': 10, 'classifier__weights': 'distance'}
estimator: SVC; dim_reduction: kbest; min_score: 0.879; mean_score: 0.913; max_score: 0.953; std_score: 0.03; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 20}
estimator: SVC; dim_reduction: kbest; min_score: 0.903; mean_score: 0.931; max_score: 0.96; std_score: 0.023; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 33}
estimator: SVC; dim_reduction: kbest; min_score: 0.9; mean_score: 0.93; max_score: 0.959; std_score: 0.023; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 43}
estimator: SVC; dim_reduction: kbest; min_score: 0.879; mean_score: 0.912; max_score: 0.946; std_score: 0.026; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 20}
estimator: SVC; dim_reduction: kbest; min_score: 0.892; mean_score: 0.927; max_score: 0.961; std_score: 0.025; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 33}
estimator: SVC; dim_reduction: kbest; min_score: 0.893; mean_score: 0.928; max_score: 0.963; std_score: 0.026; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 43}
estimator: SVC; dim_reduction: kbest; min_score: 0.88; mean_score: 0.914; max_score: 0.952; std_score: 0.027; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 20}
estimator: SVC; dim_reduction: kbest; min_score: 0.902; mean_score: 0.931; max_score: 0.961; std_score: 0.023; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 33}
estimator: SVC; dim_reduction: kbest; min_score: 0.899; mean_score: 0.931; max_score: 0.96; std_score: 0.023; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 43}
estimator: SVC; dim_reduction: kbest; min_score: 0.868; mean_score: 0.902; max_score: 0.94; std_score: 0.026; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 20}
estimator: SVC; dim_reduction: kbest; min_score: 0.888; mean_score: 0.92; max_score: 0.953; std_score: 0.025; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 33}
estimator: SVC; dim_reduction: kbest; min_score: 0.888; mean_score: 0.921; max_score: 0.956; std_score: 0.026; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 1000, 'dim_red__k': 43}
estimator: SVC; dim_reduction: kbest; min_score: 0.883; mean_score: 0.919; max_score: 0.955; std_score: 0.028; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 20}
estimator: SVC; dim_reduction: kbest; min_score: 0.906; mean_score: 0.932; max_score: 0.96; std_score: 0.021; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 33}
estimator: SVC; dim_reduction: kbest; min_score: 0.903; mean_score: 0.931; max_score: 0.959; std_score: 0.022; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 43}
estimator: SVC; dim_reduction: kbest; min_score: 0.858; mean_score: 0.896; max_score: 0.941; std_score: 0.031; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 20}
estimator: SVC; dim_reduction: kbest; min_score: 0.875; mean_score: 0.919; max_score: 0.96; std_score: 0.029; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 33}
estimator: SVC; dim_reduction: kbest; min_score: 0.874; mean_score: 0.918; max_score: 0.96; std_score: 0.029; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': {}, 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 43}
estimator: SVC; dim_reduction: kbest; min_score: 0.877; mean_score: 0.914; max_score: 0.95; std_score: 0.028; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 20}
estimator: SVC; dim_reduction: kbest; min_score: 0.907; mean_score: 0.932; max_score: 0.961; std_score: 0.022; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 33}
estimator: SVC; dim_reduction: kbest; min_score: 0.905; mean_score: 0.933; max_score: 0.961; std_score: 0.022; Parameters: {'classifier__gamma': 1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 43}
estimator: SVC; dim_reduction: kbest; min_score: 0.837; mean_score: 0.883; max_score: 0.927; std_score: 0.032; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 20}
estimator: SVC; dim_reduction: kbest; min_score: 0.877; mean_score: 0.912; max_score: 0.957; std_score: 0.03; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 33}
estimator: SVC; dim_reduction: kbest; min_score: 0.876; mean_score: 0.912; max_score: 0.957; std_score: 0.031; Parameters: {'classifier__gamma': 0.1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 100, 'dim_red__k': 43}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.867; mean_score: 0.909; max_score: 0.954; std_score: 0.031; Parameters: {'dim_red__k': 20, 'classifier__class_weight': {}, 'classifier__n_estimators': 32}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.891; mean_score: 0.918; max_score: 0.955; std_score: 0.023; Parameters: {'dim_red__k': 33, 'classifier__class_weight': {}, 'classifier__n_estimators': 32}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.881; mean_score: 0.918; max_score: 0.964; std_score: 0.029; Parameters: {'dim_red__k': 43, 'classifier__class_weight': {}, 'classifier__n_estimators': 32}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.868; mean_score: 0.911; max_score: 0.956; std_score: 0.031; Parameters: {'dim_red__k': 20, 'classifier__class_weight': {}, 'classifier__n_estimators': 64}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.886; mean_score: 0.92; max_score: 0.959; std_score: 0.028; Parameters: {'dim_red__k': 33, 'classifier__class_weight': {}, 'classifier__n_estimators': 64}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.897; mean_score: 0.924; max_score: 0.966; std_score: 0.025; Parameters: {'dim_red__k': 43, 'classifier__class_weight': {}, 'classifier__n_estimators': 64}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.875; mean_score: 0.908; max_score: 0.95; std_score: 0.028; Parameters: {'dim_red__k': 20, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 32}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.892; mean_score: 0.92; max_score: 0.959; std_score: 0.025; Parameters: {'dim_red__k': 33, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 32}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.879; mean_score: 0.918; max_score: 0.961; std_score: 0.029; Parameters: {'dim_red__k': 43, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 32}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.86; mean_score: 0.908; max_score: 0.955; std_score: 0.033; Parameters: {'dim_red__k': 20, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 64}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.897; mean_score: 0.923; max_score: 0.962; std_score: 0.026; Parameters: {'dim_red__k': 33, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 64}
estimator: ExtraTreesClassifier; dim_reduction: kbest; min_score: 0.887; mean_score: 0.921; max_score: 0.962; std_score: 0.027; Parameters: {'dim_red__k': 43, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 64}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.862; mean_score: 0.904; max_score: 0.95; std_score: 0.034; Parameters: {'dim_red__k': 20, 'classifier__class_weight': {}, 'classifier__n_estimators': 32}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.875; mean_score: 0.91; max_score: 0.955; std_score: 0.03; Parameters: {'dim_red__k': 33, 'classifier__class_weight': {}, 'classifier__n_estimators': 32}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.884; mean_score: 0.916; max_score: 0.959; std_score: 0.029; Parameters: {'dim_red__k': 43, 'classifier__class_weight': {}, 'classifier__n_estimators': 32}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.879; mean_score: 0.911; max_score: 0.952; std_score: 0.027; Parameters: {'dim_red__k': 20, 'classifier__class_weight': {}, 'classifier__n_estimators': 64}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.879; mean_score: 0.915; max_score: 0.955; std_score: 0.027; Parameters: {'dim_red__k': 33, 'classifier__class_weight': {}, 'classifier__n_estimators': 64}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.891; mean_score: 0.921; max_score: 0.963; std_score: 0.029; Parameters: {'dim_red__k': 43, 'classifier__class_weight': {}, 'classifier__n_estimators': 64}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.862; mean_score: 0.903; max_score: 0.951; std_score: 0.034; Parameters: {'dim_red__k': 20, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 32}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.88; mean_score: 0.91; max_score: 0.954; std_score: 0.03; Parameters: {'dim_red__k': 33, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 32}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.886; mean_score: 0.917; max_score: 0.962; std_score: 0.03; Parameters: {'dim_red__k': 43, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 32}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.864; mean_score: 0.904; max_score: 0.95; std_score: 0.032; Parameters: {'dim_red__k': 20, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 64}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.877; mean_score: 0.914; max_score: 0.957; std_score: 0.029; Parameters: {'dim_red__k': 33, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 64}
estimator: RandomForestClassifier; dim_reduction: kbest; min_score: 0.883; mean_score: 0.92; max_score: 0.966; std_score: 0.03; Parameters: {'dim_red__k': 43, 'classifier__class_weight': 'balanced', 'classifier__n_estimators': 64}

Best estimator: SVC, 
 Parameters: {'dim_red__n_components': 43, 'classifier__gamma': 1, 'classifier__class_weight': 'balanced', 'classifier__kernel': 'rbf', 'classifier__C': 100}
Performance metrics:

              precision    recall  f1-score   support

       bass       0.96      0.96      0.96      1687
     guitar       0.97      0.95      0.96      3423
      hihat       0.80      0.81      0.80       548
       kick       0.86      0.89      0.88       403
      piano       0.97      0.96      0.97       779
  saxophone       0.82      0.91      0.86       230
      snare       0.91      0.89      0.90       401
        tom       0.92      0.95      0.94       401
     vocals       0.88      0.90      0.89       997

avg / total       0.93      0.93      0.93      8869


CONFUSION MATRIX
: [[1613   17    9   32    2    0    0   11    3]
 [  27 3268   13   16   14   38   28    1   18]
 [   9    1  443    2    0    0    3    0   90]
 [  27    6    1  359    0    0    0    9    1]
 [   0   19    5    0  745    0    0    9    1]
 [   0    9    0    0    1  209    0    0   11]
 [   0   28    7    0    3    1  358    3    1]
 [   6    2    0    7    0    0    4  382    0]
 [   1   11   77    1    0    8    2    0  897]]
